sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter
Viburnum nudum ,1613,smooth witherod,VINUC,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5.0,12.0,5.0,12,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,42988,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,High,Low,,,None,True,False,False,White,True,Green,Moderate,Porous,Medium,Blue,False,Multiple Stem,Slow,15.0,False,False,Long,False,None,True,Erect,None,Medium,15,False,False,True,None,High,True,Medium,Medium,Medium,110,Low,Medium,7.0,4.9,1200,700,50,35,14,None,Tolerant,-33,Early Summer,Routinely Available,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,27600,True,True,False,False
Viburnum prunifolium,1614,blackhaw viburnum,VIPR,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,12.0,16.0,8.0,12,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,43016,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,Low,False,False,False,False,Medium,Low,,,None,True,True,False,White,True,Green,Moderate,Porous,Medium,Black,True,Multiple Stem,Slow,16.0,False,False,Long,False,None,True,Erect,None,Medium,16,False,True,True,None,High,True,Medium,Low,Low,110,Low,Medium,7.5,4.8,1200,700,50,35,18,None,Tolerant,-33,Spring,Routinely Available,Medium,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,4800,True,True,False,False
Xanthorhiza simplicissima,1623,yellow root,XASI,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.0,3.0,1.0,6,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,73676,Dicot,True,False,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Acer pensylvanicum,1095,"snakebark,goosefoot,striped maple,whistlewood,moosewood",ACPE,,True,True,,True,True,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,True,True,False,False,False,False,False,False,False,15.0,25.0,12.0,20,,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,92842,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Medium,False,False,False,False,High,,Low,,None,False,True,True,Yellow,False,Green,Moderate,Porous,Medium,Brown,False,Single Stem,Slow,35.0,True,False,Short,False,None,True,Erect,None,High,25,True,False,True,None,Low,True,Low,Medium,Medium,90,None,Low,6.5,4.4,1100,700,76,24,28,None,Tolerant,-47,Late Spring,No Known Source,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,11360,True,True,False,False
Acer spicatum,1099,mountain maple,ACSP2,,True,True,,True,,True,,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,,False,False,True,True,True,False,False,False,False,False,False,False,10.0,35.0,10.0,35,,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,92875,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,Low,Low,,None,True,True,False,Yellow,False,Green,Dense,Porous,Coarse,Brown,False,Multiple Stem,Moderate,25.0,False,False,Moderate,False,None,True,Erect,None,High,25,False,False,True,Low,Medium,True,Low,Medium,High,100,None,Medium,7.0,4.8,1100,700,70,30,32,None,Tolerant,-47,Spring,No Known Source,High,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,22720,True,True,False,False
Alnus incana,1112,"gray,speckled alder",ALIN2,True,True,True,,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,15.0,25.0,15.0,25,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,69903,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,Medium,Low,Medium,,None,False,False,False,,False,Green,Moderate,Porous,Coarse,Brown,False,Thicket Forming,Rapid,25.0,False,False,Short,False,Medium,False,Erect,None,High,15,True,True,True,High,Low,True,Low,Medium,High,100,None,High,7.0,5.0,1200,300,60,32,24,None,Intermediate,-33,Spring,Routinely Available,Low,Spring,Summer,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,Slow,1084250,True,True,False,False
Amelanchier arborea,1115,"downy serviceberry,shadbush",AMAR3,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,15.0,30.0,15.0,20,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,88664,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,Low,True,False,True,False,Low,,,,None,False,True,False,White,True,Dark Green,Dense,Porous,Fine,Red,True,Single Stem,Slow,36.0,False,False,Moderate,False,None,True,Erect,None,Medium,25,True,False,True,Medium,None,True,Low,Medium,Medium,120,Low,Medium,7.5,4.8,1700,700,80,26,20,Low,Tolerant,-47,Mid Spring,Contracting Only,Medium,Spring,Summer,False,True,False,True,False,True,True,False,False,False,Moderate,Low,False,None,79832,True,True,False,False
Amelanchier canadensis,1116,Canada serviceberry,AMCA4,True,True,True,,True,True,,,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,True,True,False,False,False,False,False,False,False,15.0,25.0,15.0,20,,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,88673,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,Medium,True,False,False,False,High,High,,,None,False,True,True,White,True,Green,Dense,Porous,Coarse,Purple,True,Multiple Stem,Moderate,23.0,False,False,Long,False,None,True,Erect,None,Medium,20,True,True,True,Medium,High,True,Low,Medium,High,110,High,Medium,7.5,5.5,1800,700,60,30,20,Medium,Intermediate,-33,Mid Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,High,False,Moderate,95708,True,True,False,False
Amelanchier laevis,1117,"Allegheny serviceberry,smooth shadbush",AMLA,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,12.0,40.0,15.0,40,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,88685,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,Low,False,False,False,False,Medium,Low,Medium,,None,True,True,False,White,True,Green,Moderate,Porous,Medium,Purple,True,Multiple Stem,Moderate,35.0,False,False,Short,False,None,True,Erect,None,High,30,True,False,True,Medium,Medium,True,Medium,Low,Medium,85,Low,Medium,7.0,4.8,1200,700,60,34,30,Low,Tolerant,-38,Early Spring,No Known Source,High,Spring,Summer,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,84000,True,True,False,False
Aralia spinosa,1130,devil's walkingstick,ARSP2,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,8.0,30.0,6.0,10,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,74685,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,,None,True,False,False,White,True,Green,Porous,Porous,Coarse,Black,False,Multiple Stem,Moderate,20.0,False,False,Moderate,False,None,True,Erect,Slight,High,20,True,True,True,Low,High,True,Low,High,High,160,None,High,6.6,4.8,1700,700,80,35,30,None,Intolerant,-25,Early Summer,Routinely Available,High,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Slow,Medium,False,None,131000,True,True,False,False
Asimina triloba,1144,paw paw,ASTR,True,True,True,True,True,True,True,,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,15.0,20.0,20.0,30,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,71503,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,Low,True,False,False,False,Low,Low,Low,,None,True,True,False,Purple,False,Dark Green,Moderate,Porous,Coarse,Brown,False,Single Stem,Slow,25.0,False,False,Short,False,None,True,Erect,None,High,25,True,False,True,Low,Medium,True,Low,High,Medium,160,Low,Medium,7.2,4.7,4800,3400,80,36,20,None,Tolerant,-27,Mid Spring,Routinely Available,Medium,Spring,Summer,True,True,False,True,False,False,True,False,False,False,Slow,Medium,False,None,697,True,True,False,False
Carpinus caroliniana,1195,"American hornbeam,ironwood,blue beech",CACA18,False,True,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,35.0,45.0,20.0,35,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70066,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,Low,False,False,False,False,Low,Low,High,,None,False,True,False,Orange,True,Green,Dense,Porous,Medium,Brown,False,Multiple Stem,Slow,30.0,False,False,Short,False,None,True,Erect,None,High,18,True,False,True,Low,Low,True,Low,Medium,Low,80,Low,Medium,7.4,4.0,1200,700,80,23,20,None,Tolerant,-34,Mid Spring,Routinely Available,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,Low,False,None,35000,True,True,False,False
Castanea pumila,1201,"Allegheny chinkapin,chinquapin",CAPU9,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,12.0,36.0,12.0,20,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,70117,Dicot,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,Low,True,True,False,False,High,Low,Medium,,None,True,False,False,Yellow,False,Green,Dense,Porous,Coarse,Brown,True,Multiple Stem,Moderate,20.0,False,False,Short,False,None,True,Erect,None,High,14,True,False,True,None,Low,True,High,Low,High,150,Low,Low,6.6,4.5,1200,300,80,40,20,None,Intermediate,-20,Spring,Routinely Available,Low,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,High,False,None,250,True,True,False,False
Celtis laevigata,1205,"sugarberry,southern hackberry",CELA,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,60.0,80.0,60.0,80,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,70928,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,Low,False,True,False,True,Low,,Medium,,None,False,True,False,Green,False,Green,Moderate,Porous,Medium,Orange,False,Single Stem,Moderate,80.0,True,False,Moderate,False,None,True,Erect,None,High,35,False,True,True,Medium,Medium,True,Low,Medium,Medium,150,Low,High,7.7,4.4,300,170,80,20,24,Low,Tolerant,-21,Early Spring,Routinely Available,High,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Medium,False,None,2200,True,True,False,False
Cercis canadensis,1208,eastern redbud,CECA4,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,20.0,30.0,20.0,30,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,78328,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Low,True,False,False,False,Medium,Low,Low,,None,False,False,False,Purple,True,Green,Moderate,Porous,Coarse,Brown,True,Multiple Stem,Slow,30.0,False,False,Short,False,None,True,Erect,None,Medium,25,False,True,True,None,Low,True,High,Low,Medium,170,None,Low,7.9,5.0,1200,300,80,20,24,None,Tolerant,-28,Spring,Routinely Available,Medium,Spring,Summer,True,True,False,True,False,True,True,False,False,False,Moderate,Medium,False,None,18000,True,True,False,False
Chionanthus virginicus,1215,"American fringetree,old man's beard",CHVI3,True,True,True,,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,20.0,35.0,15.0,20,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,49693,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,False,False,False,False,Medium,,,,None,False,False,False,White,True,Green,Dense,Porous,Medium,Blue,True,Multiple Stem,Slow,25.0,False,False,Short,False,None,False,Erect,None,High,20,True,False,True,Low,None,True,Medium,High,Low,145,None,High,6.5,4.5,700,300,60,35,20,None,Tolerant,-30,Mid Spring,No Known Source,High,Summer,Summer,False,True,False,True,False,False,True,False,False,False,Slow,High,False,None,1800,True,True,False,False
Cornus alternifolia,1230,"alternate leaf,Pagoda dogwood",COAL2,True,True,True,,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,20.0,35.0,20.0,30,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,75150,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Low,False,False,False,False,High,Low,,,None,True,True,False,White,True,Dark Green,Dense,Porous,Medium,Black,True,Multiple Stem,Moderate,25.0,False,False,Moderate,False,None,True,Erect,None,High,25,False,False,True,None,Low,True,Low,Medium,Low,120,Low,Medium,7.3,4.8,1700,1200,70,24,20,None,Tolerant,-47,Mid Spring,No Known Source,Medium,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Low,False,None,8000,True,True,False,False
Cornus florida,1232,flowering dogwood,COFL2,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,20.0,40.0,15.0,30,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,75171,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,Low,Low,,None,False,True,False,White,True,Green,Porous,Porous,Medium,Red,True,Multiple Stem,Moderate,30.0,False,False,Short,False,None,True,Erect,,High,20,True,False,True,None,Low,True,Low,Medium,Medium,160,Low,Low,7.7,4.8,2700,1200,80,28,18,None,Tolerant,-28,Early Spring,Routinely Available,Medium,Spring,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Medium,False,None,4480,True,True,False,False
Cornus stricta,1233,stiff dogwood,COFO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,75174,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,Medium,,,,None,False,True,False,White,True,Green,Moderate,Porous,Fine,Black,True,Thicket Forming,Moderate,16.0,False,False,Moderate,False,None,True,Erect,None,Medium,16,False,True,True,Medium,Low,True,Low,Medium,Medium,240,Low,Medium,7.2,5.8,1700,1200,60,36,16,None,Intermediate,-3,Mid Spring,Routinely Available,Medium,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,Moderate,12000,True,True,False,False
Crataegus crus-galli,1237,"cockspur hawthorn,hog apple",CRCR2,True,True,True,True,,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,25.0,35.0,25.0,35,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,89092,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,Low,Medium,,None,False,True,False,White,True,Green,Dense,Moderate,Medium,Red,True,Single Stem,Moderate,30.0,False,False,Long,False,None,True,Erect,None,High,30,True,True,True,None,High,True,High,Low,Medium,90,Medium,Low,7.2,4.5,1200,300,60,24,24,Medium,Intolerant,-33,Late Spring,Routinely Available,High,Summer,Fall,True,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,5000,True,True,False,False
